91,[0.81507342 0.75862087 0.89046843 0.79272126],0.0,0.8172418475151062,0.7654373645782471
93,[0.79118906 0.7441617  0.8690188  0.78035345],0.0,0.9976955652236938,0.7872002124786377
94,[0.79126689 0.74416389 0.86891332 0.78048263],0.0,0.9978938102722168,0.8143901824951172
95,[0.78010189 0.74304118 0.85428263 0.77333722],0.0,0.7420050501823425,0.8028819561004639
96,[0.7579947  0.72930327 0.8315198  0.76134845],0.0,0.9959830045700073,0.7808074951171875
97,[0.75017024 0.72083613 0.82541954 0.75470963],0.0,0.9992323517799377,0.7967772483825684
98,[0.74449187 0.71481033 0.82144922 0.7484173 ],0.0,0.8404762744903564,0.8268330097198486
99,[0.7444445  0.7147551  0.82137167 0.74829705],0.0,0.7531684041023254,0.8118815422058105
100,[0.73600516 0.71184626 0.80648103 0.74289045],0.0,0.9922240376472473,0.8315653800964355
102,[0.72138328 0.69987265 0.79436808 0.73358353],0.0,0.9944550395011902,0.8087844848632812
103,[0.71566062 0.69592167 0.78882272 0.72887383],0.0,0.9623085260391235,0.7990055084228516
104,[0.71560097 0.69588849 0.7889409  0.72886005],0.0,0.9747456908226013,0.7984466552734375
105,[0.70745939 0.69389753 0.77819651 0.72255023],0.0,0.7869039177894592,0.8095130920410156
110,[0.67299682 0.66623955 0.7418701  0.69398183],0.0,0.6609606146812439,0.8390748500823975
111,[0.65958405 0.65295216 0.72646034 0.68152288],0.0,0.9645559787750244,0.7743902206420898
115,[0.64343002 0.65422511 0.7096698  0.68135464],0.0,0.7748792767524719,0.8104245662689209
157,[0.20356177 0.72706944 0.28077509 0.76343434],0.0,0.6291943192481995,0.8200771808624268
159,[0.20343758 0.72255421 0.27950056 0.75650823],0.0,0.586530327796936,0.7938215732574463
160,[0.20339608 0.71228548 0.28062264 0.75264291],0.0,0.9747714996337891,0.8239688873291016
161,[0.20391834 0.70104214 0.28106162 0.7410107 ],0.0,0.9691783785820007,0.7853732109069824
162,[0.20228633 0.69586391 0.28023547 0.73336833],0.0,0.9081256985664368,0.8290340900421143
163,[0.20274543 0.69172761 0.27954516 0.72767082],0.0,0.9157060384750366,0.8254847526550293
164,[0.20308539 0.69155527 0.27948043 0.72775744],0.0,0.9360170960426331,0.7965612411499023
165,[0.20254847 0.68026241 0.28071186 0.72240344],0.0,0.9841606616973877,0.8145148754119873
166,[0.20307768 0.67139054 0.28032651 0.71128713],0.0,0.9990575313568115,0.811833381652832
167,[0.2032808  0.66752278 0.27809734 0.70397127],0.0,0.9395473003387451,0.7935266494750977
168,[0.2044357  0.66366525 0.27644605 0.70075147],0.0,0.9594295620918274,0.8058254718780518
169,[0.20450978 0.66384786 0.27639587 0.70071525],0.0,0.9525042772293091,0.8325872421264648
175,[0.77479518 0.84218267 0.85974657 0.87338004],0.0,0.5674509406089783,0.8058619499206543
176,[0.18980875 0.61965249 0.26122064 0.65684201],0.0,0.9368640780448914,0.8212356567382812
183,[0.71893368 0.74608494 0.79779389 0.78022312],0.0,0.5427849888801575,0.8243768215179443
184,[0.71896745 0.74606778 0.79781352 0.78024445],0.0,0.5074976086616516,0.7984890937805176
213,[0.26619413 0.64924411 0.3426967  0.67994304],0.0,0.8716464042663574,0.8183107376098633
218,[0.26244915 0.62076121 0.33780574 0.6514234 ],0.0,0.8320608139038086,0.8028817176818848
264,[0.32596641 0.65602706 0.41309339 0.69245829],0.0,0.9186455011367798,0.8039665222167969
265,[0.32607478 0.65603788 0.41302085 0.69243459],0.0,0.8994296789169312,0.7970271110534668
266,[0.32316321 0.64391909 0.41107959 0.68188335],0.0,0.9989320635795593,0.8214616775512695
267,[0.32284267 0.63022748 0.40629583 0.66626069],0.0,0.9964364171028137,0.7846314907073975
268,[0.32195266 0.62054913 0.40419398 0.65707667],0.0,0.9777731895446777,0.8140790462493896
269,[0.31914984 0.61366816 0.40315706 0.65177695],0.0,0.9988282918930054,0.7963836193084717
270,[0.31877647 0.61356483 0.40332003 0.65162494],0.0,0.99885094165802,0.8107702732086182
271,[0.31802949 0.60691918 0.40334425 0.6476333 ],0.0,0.9980930685997009,0.7923424243927002
272,[0.31511449 0.59205005 0.39720971 0.63128772],0.0,0.9994769096374512,0.7914202213287354
273,[0.31319913 0.58522985 0.3940672  0.62481907],0.0,0.9998922348022461,0.8162760734558105
274,[0.3102442  0.57745552 0.39423687 0.61679936],0.0,0.9999570846557617,0.8167784214019775
275,[0.31022579 0.57729591 0.39425546 0.61677884],0.0,0.9999622106552124,0.8181304931640625
276,[0.31088428 0.57205492 0.39151808 0.61026389],0.0,0.9998408555984497,0.8201725482940674
277,[0.30802954 0.55831378 0.38982808 0.5959378 ],0.0,0.9875548481941223,0.8043825626373291
278,[0.30973566 0.55666021 0.38769245 0.59227869],0.0,0.9986643195152283,0.8195405006408691
279,[0.30541505 0.55103838 0.38726209 0.58572591],0.0,0.9996236562728882,0.821770429611206
280,[0.30546954 0.55101942 0.38727239 0.58563912],0.0,0.9996158480644226,0.8063290119171143
281,[0.30729594 0.54389694 0.38583301 0.57907543],0.0,0.9288147687911987,0.7772655487060547
282,[0.30371847 0.53885733 0.37568323 0.56921996],0.0,0.9708154797554016,0.7487983703613281
283,[0.30007136 0.53143814 0.37670993 0.56565985],0.0,0.9972357153892517,0.7985250949859619
284,[0.3016038  0.52714305 0.37435948 0.56114991],0.0,0.9988968372344971,0.8313603401184082
285,[0.30191562 0.5272628  0.37426856 0.56108202],0.0,0.9983418583869934,0.8154098987579346
286,[0.30095218 0.52175384 0.37142856 0.55472393],0.0,0.9990540742874146,0.8061947822570801
287,[0.30107725 0.51151134 0.37046701 0.5435661 ],0.0,0.94218510389328,0.813072919845581
288,[0.29908297 0.50689407 0.36911323 0.53640942],0.0,0.9697209000587463,0.7682812213897705
289,[0.30043551 0.49718523 0.36891529 0.53047562],0.0,0.852550745010376,0.8059940338134766
290,[0.30033764 0.49717755 0.36900476 0.53046839],0.0,0.8573232293128967,0.8090527057647705
291,[0.30004915 0.4947065  0.36674342 0.52341569],0.0,0.8926005363464355,0.7940719127655029
293,[0.29537637 0.47648836 0.36725288 0.50705456],0.0,0.6214261054992676,0.7527799606323242
